Time,Open Price,Volume
2023-12-15 07:00:00,39.29000000,199871.85000000
2023-12-15 08:00:00,38.61000000,101072.23000000
2023-12-15 09:00:00,38.91000000,118895.95000000
2023-12-15 10:00:00,39.01000000,223978.33000000
2023-12-15 11:00:00,39.50000000,184519.98000000
2023-12-15 12:00:00,39.21000000,409665.19000000
2023-12-15 13:00:00,39.48000000,323827.73000000
2023-12-15 14:00:00,39.07000000,287759.33000000
2023-12-15 15:00:00,39.34000000,290061.23000000
2023-12-15 16:00:00,40.17000000,494128.62000000
2023-12-15 17:00:00,40.71000000,562617.85000000
2023-12-15 18:00:00,41.06000000,327311.56000000
2023-12-15 19:00:00,40.95000000,411591.97000000
2023-12-15 20:00:00,40.03000000,389787.65000000
2023-12-15 21:00:00,39.79000000,416867.19000000
2023-12-15 22:00:00,41.12000000,883526.39000000
2023-12-15 23:00:00,40.38000000,666015.03000000
2023-12-16 00:00:00,39.26000000,278478.97000000
2023-12-16 01:00:00,39.95000000,217650.13000000
2023-12-16 02:00:00,40.86000000,592616.13000000
2023-12-16 03:00:00,41.26000000,435448.64000000
2023-12-16 04:00:00,41.47000000,348102.32000000
2023-12-16 05:00:00,41.90000000,399177.52000000
2023-12-16 06:00:00,40.75000000,395234.25000000
2023-12-16 07:00:00,39.72000000,512107.94000000
2023-12-16 08:00:00,39.57000000,408468.96000000
2023-12-16 09:00:00,40.20000000,207371.42000000
2023-12-16 10:00:00,40.78000000,178548.68000000
2023-12-16 11:00:00,41.14000000,358922.23000000
2023-12-16 12:00:00,41.48000000,395224.95000000
2023-12-16 13:00:00,42.04000000,329165.92000000
2023-12-16 14:00:00,41.51000000,282413.95000000
2023-12-16 15:00:00,41.85000000,202883.17000000
2023-12-16 16:00:00,41.77000000,323664.00000000
2023-12-16 17:00:00,41.61000000,220068.08000000
2023-12-16 18:00:00,42.22000000,502912.50000000
2023-12-16 19:00:00,43.65000000,671785.35000000
2023-12-16 20:00:00,42.94000000,328682.41000000
2023-12-16 21:00:00,43.63000000,325615.63000000
2023-12-16 22:00:00,43.71000000,667672.73000000
2023-12-16 23:00:00,44.90000000,505053.87000000
2023-12-17 00:00:00,44.97000000,596932.39000000
2023-12-17 01:00:00,44.33000000,479984.54000000
2023-12-17 02:00:00,43.08000000,331068.35000000
2023-12-17 03:00:00,42.49000000,316664.94000000
2023-12-17 04:00:00,42.94000000,195038.45000000
2023-12-17 05:00:00,42.48000000,178285.55000000
2023-12-17 06:00:00,42.64000000,187144.64000000
2023-12-17 07:00:00,42.23000000,288650.25000000
2023-12-17 08:00:00,42.65000000,198321.10000000
2023-12-17 09:00:00,42.76000000,103973.14000000
2023-12-17 10:00:00,42.90000000,243381.10000000
2023-12-17 11:00:00,43.35000000,239327.51000000
2023-12-17 12:00:00,43.90000000,245248.11000000
2023-12-17 13:00:00,42.52000000,277565.05000000
2023-12-17 14:00:00,42.43000000,325523.69000000
2023-12-17 15:00:00,41.47000000,217247.51000000
2023-12-17 16:00:00,42.37000000,205566.82000000
2023-12-17 17:00:00,42.41000000,150812.47000000
2023-12-17 18:00:00,41.79000000,200786.77000000
2023-12-17 19:00:00,42.29000000,145989.73000000
2023-12-17 20:00:00,41.88000000,291970.92000000
2023-12-17 21:00:00,41.34000000,273406.09000000
2023-12-17 22:00:00,41.15000000,219894.82000000
2023-12-17 23:00:00,42.08000000,210824.41000000
2023-12-18 00:00:00,42.27000000,298439.99000000
2023-12-18 01:00:00,42.35000000,144145.52000000
2023-12-18 02:00:00,42.22000000,92541.86000000
2023-12-18 03:00:00,41.85000000,71455.57000000
2023-12-18 04:00:00,41.80000000,75413.75000000
2023-12-18 05:00:00,41.79000000,181533.41000000
2023-12-18 06:00:00,40.79000000,235768.48000000
2023-12-18 07:00:00,40.62000000,185123.21000000
2023-12-18 08:00:00,40.75000000,309470.07000000
2023-12-18 09:00:00,39.35000000,322857.43000000
2023-12-18 10:00:00,39.20000000,181734.57000000
2023-12-18 11:00:00,39.54000000,143963.79000000
2023-12-18 12:00:00,39.80000000,155448.45000000
2023-12-18 13:00:00,39.63000000,168612.84000000
2023-12-18 14:00:00,39.95000000,336964.53000000
2023-12-18 15:00:00,38.82000000,315846.20000000
2023-12-18 16:00:00,38.99000000,477572.44000000
2023-12-18 17:00:00,37.84000000,620825.12000000
2023-12-18 18:00:00,37.50000000,361761.09000000
2023-12-18 19:00:00,38.18000000,238652.59000000
2023-12-18 20:00:00,37.70000000,511338.67000000
2023-12-18 21:00:00,39.36000000,504774.37000000
2023-12-18 22:00:00,39.61000000,316821.85000000
2023-12-18 23:00:00,39.14000000,172203.45000000
2023-12-19 00:00:00,39.49000000,155168.43000000
2023-12-19 01:00:00,39.39000000,126780.19000000
2023-12-19 02:00:00,39.71000000,311407.74000000
2023-12-19 03:00:00,39.82000000,238132.49000000
2023-12-19 04:00:00,40.03000000,408528.35000000
2023-12-19 05:00:00,41.12000000,141557.48000000
2023-12-19 06:00:00,41.02000000,144813.15000000
2023-12-19 07:00:00,41.15000000,242912.56000000
2023-12-19 08:00:00,40.91000000,259669.07000000
2023-12-19 09:00:00,41.96000000,193492.69000000
2023-12-19 10:00:00,41.04000000,135919.11000000
2023-12-19 11:00:00,40.74000000,176423.81000000
2023-12-19 12:00:00,40.64000000,105368.58000000
2023-12-19 13:00:00,40.89000000,155262.12000000
2023-12-19 14:00:00,40.63000000,187495.25000000
2023-12-19 15:00:00,40.82000000,189598.98000000
2023-12-19 16:00:00,40.69000000,265532.19000000
2023-12-19 17:00:00,41.05000000,158144.08000000
2023-12-19 18:00:00,40.76000000,257119.52000000
2023-12-19 19:00:00,41.01000000,321280.92000000
2023-12-19 20:00:00,40.69000000,187939.85000000
2023-12-19 21:00:00,40.69000000,414073.21000000
2023-12-19 22:00:00,39.66000000,198473.73000000
2023-12-19 23:00:00,39.79000000,119666.22000000
2023-12-20 00:00:00,39.90000000,207954.35000000
2023-12-20 01:00:00,38.97000000,186744.30000000
2023-12-20 02:00:00,39.84000000,257026.72000000
2023-12-20 03:00:00,40.52000000,247546.83000000
2023-12-20 04:00:00,40.10000000,121315.73000000
2023-12-20 05:00:00,40.27000000,85613.36000000
2023-12-20 06:00:00,39.73000000,81160.89000000
2023-12-20 07:00:00,39.73000000,109747.75000000
2023-12-20 08:00:00,40.01000000,101493.84000000
2023-12-20 09:00:00,39.51000000,165672.03000000
2023-12-20 10:00:00,40.01000000,71225.33000000
2023-12-20 11:00:00,40.27000000,149125.25000000
2023-12-20 12:00:00,40.66000000,140248.80000000
