shopid,docno,docdatetime,perioddatetime,barcode,unitcode,qty,price,discount,whcode,locationcode,sumofcost,discountamount,sumamount,branchid
2V6bwaTAjO5Uz9DYDWxiihHjpQw,473b28eb-eac5-4bd2-9f9d-fe17175d4492,2023-09-09T02:02:11,2023-09-09T02:02:11,8858669408314,,1.0,20.0,,,,0.0,0.0,0.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,57f1609a-75b6-42c8-beb7-6123d1ea682d,2023-09-09T03:36:34,2023-09-09T03:36:34,8850231840355,,1.0,49.0,,,,0.0,0.0,0.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,57f1609a-75b6-42c8-beb7-6123d1ea682d,2023-09-09T03:36:34,2023-09-09T03:36:34,8851952350161,,5.0,10.0,,,,0.0,0.0,0.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,0088c8bb-2dc9-41e7-b403-a7ddf4b0b3ce,2023-09-09T03:36:34,2023-09-09T03:36:34,8850231840355,,1.0,49.0,,,,0.0,0.0,0.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,0088c8bb-2dc9-41e7-b403-a7ddf4b0b3ce,2023-09-09T03:36:34,2023-09-09T03:36:34,8851952350161,,5.0,10.0,,,,0.0,0.0,0.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,41b5ceeb-3bea-4ce2-b2bd-11c10716f5a3,2023-09-09T03:44:26,2023-09-09T03:44:26,8851959149010,,1.0,23.0,,,,0.0,0.0,0.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,41b5ceeb-3bea-4ce2-b2bd-11c10716f5a3,2023-09-09T03:44:26,2023-09-09T03:44:26,8852099010215,,1.0,95.0,,,,0.0,0.0,0.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,b51c13fd-1ae3-452c-8e21-90ff9e4bcf54,2023-09-09T03:47:24,2023-09-09T03:47:24,8850238092214,,1.0,47.0,,,,0.0,0.0,0.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,b51c13fd-1ae3-452c-8e21-90ff9e4bcf54,2023-09-09T03:47:24,2023-09-09T03:47:24,7622210607300,,1.0,97.0,,,,0.0,0.0,0.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,e57c645f-f3f9-4c6c-8971-e6b7984e8692,2023-09-09T05:09:27,2023-09-09T05:09:27,2000004857356,,1.0,32.0,,,,0.0,0.0,0.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,e57c645f-f3f9-4c6c-8971-e6b7984e8692,2023-09-09T05:09:27,2023-09-09T05:09:27,8851952118075,,1.0,22.0,,,,0.0,0.0,0.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,0012311270001,2023-11-27T08:54:06,2023-11-27T08:54:06,8851952118075,,2.0,22.0,,,,0.0,0.0,44.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,0012311270001,2023-11-27T08:54:06,2023-11-27T08:54:06,2000004857356,,1.0,32.0,,,,0.0,0.0,32.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,0012311270001,2023-11-27T08:54:06,2023-11-27T08:54:06,8851351011502,,1.0,119.0,,,,0.0,0.0,119.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,0012311270001,2023-11-27T08:54:06,2023-11-27T08:54:06,3415581139181,,1.0,109.0,,,,0.0,0.0,109.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,0012311270001,2023-11-27T08:54:06,2023-11-27T08:54:06,2000007673014,,1.0,249.0,,,,0.0,0.0,249.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,0012311270001,2023-11-27T08:54:06,2023-11-27T08:54:06,8851770473653,,1.0,295.0,,,,0.0,0.0,295.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,0012311270001,2023-11-27T08:54:06,2023-11-27T08:54:06,2000007640160,,1.0,253.0,,,,0.0,0.0,253.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,0012311270001,2023-11-27T08:54:06,2023-11-27T08:54:06,2000007827783,,1.0,149.0,,,,0.0,0.0,149.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,0012311270001,2023-11-27T08:54:06,2023-11-27T08:54:06,2000007348295,,1.0,400.0,,,,0.0,0.0,400.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,0012311270001,2023-11-27T08:54:06,2023-11-27T08:54:06,8859153807583,,1.0,29.0,,,,0.0,0.0,29.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,0022311270001,2023-11-27T09:40:09,2023-11-27T09:40:09,8851959132166,,1.0,16.0,,,,0.0,0.0,16.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,0022311270001,2023-11-27T09:40:09,2023-11-27T09:40:09,8851959132173,,1.0,16.0,,,,0.0,0.0,16.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,0022311270001,2023-11-27T09:40:09,2023-11-27T09:40:09,8851959132364,,1.0,16.0,,,,0.0,0.0,16.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,0022311270001,2023-11-27T09:40:09,2023-11-27T09:40:09,8850007811657,,1.0,149.0,,,,0.0,0.0,149.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,0022311280002,2023-11-28T01:54:10,2023-11-28T01:54:10,8994755030554,,1.0,52.0,,,,0.0,0.0,52.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,0022311280002,2023-11-28T01:54:10,2023-11-28T01:54:10,6956588500415,,1.0,18.0,,,,0.0,0.0,18.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,0022311280002,2023-11-28T01:54:10,2023-11-28T01:54:10,8851004102601,,1.0,48.0,,,,0.0,0.0,48.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,0022311280002,2023-11-28T01:54:10,2023-11-28T01:54:10,2000007346338,,1.0,200.0,,,,0.0,0.0,200.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,0022311280002,2023-11-28T01:54:10,2023-11-28T01:54:10,8850309203242,,1.0,47.0,,,,0.0,0.0,47.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,0022311280002,2023-11-28T01:54:10,2023-11-28T01:54:10,8851004102601,,1.0,48.0,,,,0.0,0.0,48.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,0022311280002,2023-11-28T01:54:10,2023-11-28T01:54:10,8992741941013,,1.0,12.0,,,,0.0,0.0,12.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,0022311280002,2023-11-28T01:54:10,2023-11-28T01:54:10,8852008300017,,1.0,108.0,,,,0.0,0.0,108.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,0022311280002,2023-11-28T01:54:10,2023-11-28T01:54:10,7622201755638,,1.0,56.0,,,,0.0,0.0,56.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,0022311280002,2023-11-28T01:54:10,2023-11-28T01:54:10,8850155121066,,1.0,23.0,,,,0.0,0.0,23.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,0022311280002,2023-11-28T01:54:10,2023-11-28T01:54:10,8858714703005,,1.0,75.0,,,,0.0,0.0,75.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,0022311280002,2023-11-28T01:54:10,2023-11-28T01:54:10,8850125008663,,1.0,35.0,,,,0.0,0.0,35.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,0022311280002,2023-11-28T01:54:10,2023-11-28T01:54:10,8852047412337,,1.0,97.0,,,,0.0,0.0,97.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,0022311280002,2023-11-28T01:54:10,2023-11-28T01:54:10,8852047412337,,1.0,97.0,,,,0.0,0.0,97.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,0022311280002,2023-11-28T01:54:10,2023-11-28T01:54:10,8850125084551,,1.0,15.0,,,,0.0,0.0,15.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,0022311280002,2023-11-28T01:54:10,2023-11-28T01:54:10,8000500227848,,1.0,139.0,,,,0.0,0.0,139.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,0022311280002,2023-11-28T01:54:10,2023-11-28T01:54:10,9556121031665,,1.0,30.0,,,,0.0,0.0,30.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,0022311280002,2023-11-28T01:54:10,2023-11-28T01:54:10,8000380156139,,1.0,69.0,,,,0.0,0.0,69.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,0022311280002,2023-11-28T01:54:10,2023-11-28T01:54:10,8850309218826,,1.0,50.0,,,,0.0,0.0,50.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,0022311280002,2023-11-28T01:54:10,2023-11-28T01:54:10,7622210607300,,1.0,97.0,,,,0.0,0.0,97.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,0032311280001,2023-11-28T03:27:53,2023-11-28T03:27:53,8851932126366,,1.0,20.0,,,,0.0,0.0,20.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,0032311280001,2023-11-28T03:27:53,2023-11-28T03:27:53,8850309207646,,1.0,49.5,,,,0.0,0.0,49.5,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,0032311280001,2023-11-28T03:27:53,2023-11-28T03:27:53,8851004807605,,1.0,50.0,,,,0.0,0.0,50.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,0032311280001,2023-11-28T03:27:53,2023-11-28T03:27:53,8850718819058,,1.0,20.0,,,,0.0,0.0,20.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,0032311280001,2023-11-28T03:27:53,2023-11-28T03:27:53,8850425007281,,1.0,53.0,,,,0.0,0.0,53.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,0032311280002,2023-11-28T03:32:29,2023-11-28T03:32:29,8859559600351,,1.0,48.0,,,,0.0,0.0,48.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,0022311280003,2023-11-28T05:59:38,2023-11-28T05:59:38,8850632100102,,1.0,38.0,,,,0.0,0.0,38.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,0022311280003,2023-11-28T05:59:38,2023-11-28T05:59:38,8850632100102,,1.0,38.0,,,,0.0,0.0,38.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,0022311280003,2023-11-28T05:59:38,2023-11-28T05:59:38,8850632520771,,1.0,50.0,,,,0.0,0.0,50.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,0022311280003,2023-11-28T05:59:38,2023-11-28T05:59:38,8858358008016,,1.0,28.0,,,,0.0,0.0,28.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,0022311280003,2023-11-28T05:59:38,2023-11-28T05:59:38,8850425003863,,1.0,38.0,,,,0.0,0.0,38.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,0022311280003,2023-11-28T05:59:38,2023-11-28T05:59:38,8850425003863,,1.0,38.0,,,,0.0,0.0,38.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,0022311280003,2023-11-28T05:59:38,2023-11-28T05:59:38,8996001356685,,1.0,53.0,,,,0.0,0.0,53.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,0022311280003,2023-11-28T05:59:38,2023-11-28T05:59:38,8996001356685,,1.0,53.0,,,,0.0,0.0,53.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,0022311280003,2023-11-28T05:59:38,2023-11-28T05:59:38,8850305310425,,1.0,46.0,,,,0.0,0.0,46.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,0022311280003,2023-11-28T05:59:38,2023-11-28T05:59:38,8850305310425,,1.0,46.0,,,,0.0,0.0,46.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,0022311280003,2023-11-28T05:59:38,2023-11-28T05:59:38,8850305310425,,1.0,46.0,,,,0.0,0.0,46.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,0022311280003,2023-11-28T05:59:38,2023-11-28T05:59:38,8992760223046,,1.0,66.0,,,,0.0,0.0,66.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,0022311280003,2023-11-28T05:59:38,2023-11-28T05:59:38,8858702433358,,1.0,50.0,,,,0.0,0.0,50.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,0022311280003,2023-11-28T05:59:38,2023-11-28T05:59:38,6956588500415,,1.0,18.0,,,,0.0,0.0,18.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,0022311280003,2023-11-28T05:59:38,2023-11-28T05:59:38,8851826541183,,1.0,24.0,,,,0.0,0.0,24.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,0022311280003,2023-11-28T05:59:38,2023-11-28T05:59:38,8851826541183,,1.0,24.0,,,,0.0,0.0,24.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,0022311280003,2023-11-28T05:59:38,2023-11-28T05:59:38,8850939521921,,1.0,52.0,,,,0.0,0.0,52.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,0022311280003,2023-11-28T05:59:38,2023-11-28T05:59:38,8852044476011,,1.0,50.0,,,,0.0,0.0,50.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,0022311280003,2023-11-28T05:59:38,2023-11-28T05:59:38,8852117001331,,1.0,18.0,,,,0.0,0.0,18.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,0022311280003,2023-11-28T05:59:38,2023-11-28T05:59:38,8852023665535,,1.0,47.0,,,,0.0,0.0,47.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,0022311280003,2023-11-28T05:59:38,2023-11-28T05:59:38,8852023665535,,1.0,47.0,,,,0.0,0.0,47.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,0022311280003,2023-11-28T05:59:38,2023-11-28T05:59:38,8851016120686,,1.0,54.0,,,,0.0,0.0,54.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,0022311280003,2023-11-28T05:59:38,2023-11-28T05:59:38,8691216092532,,1.0,11.0,,,,0.0,0.0,11.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,0022311280003,2023-11-28T05:59:38,2023-11-28T05:59:38,8858702410779,,1.0,20.0,,,,0.0,0.0,20.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,0022311280003,2023-11-28T05:59:38,2023-11-28T05:59:38,8851004461302,,1.0,31.0,,,,0.0,0.0,31.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,0022311280003,2023-11-28T05:59:38,2023-11-28T05:59:38,8858279001288,,1.0,45.0,,,,0.0,0.0,45.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,0022311280003,2023-11-28T05:59:38,2023-11-28T05:59:38,7622201755652,,1.0,29.0,,,,0.0,0.0,29.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,0022311280003,2023-11-28T05:59:38,2023-11-28T05:59:38,8850332254044,,1.0,17.0,,,,0.0,0.0,17.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,0022311280004,2023-11-28T09:22:45,2023-11-28T09:22:45,8851004461302,,1.0,31.0,,,,0.0,0.0,31.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,0022311280004,2023-11-28T09:22:45,2023-11-28T09:22:45,8858358008016,,1.0,28.0,,,,0.0,0.0,28.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,0022311280004,2023-11-28T09:22:45,2023-11-28T09:22:45,8858279001288,,1.0,45.0,,,,0.0,0.0,45.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,0022311280004,2023-11-28T09:22:45,2023-11-28T09:22:45,8852008300017,,1.0,108.0,,,,0.0,0.0,108.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,0022311280004,2023-11-28T09:22:45,2023-11-28T09:22:45,7622201755638,,1.0,56.0,,,,0.0,0.0,56.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,0022311280004,2023-11-28T09:22:45,2023-11-28T09:22:45,8858279001103,,1.0,45.0,,,,0.0,0.0,45.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,0022311280004,2023-11-28T09:22:45,2023-11-28T09:22:45,8886467100031,,1.0,49.0,,,,0.0,0.0,49.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,0022311280004,2023-11-28T09:22:45,2023-11-28T09:22:45,8850155121066,,1.0,23.0,,,,0.0,0.0,23.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,0022311280004,2023-11-28T09:22:45,2023-11-28T09:22:45,7622201755638,,1.0,56.0,,,,0.0,0.0,56.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,0022311280004,2023-11-28T09:22:45,2023-11-28T09:22:45,8850632100102,,1.0,38.0,,,,0.0,0.0,38.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,0022311280004,2023-11-28T09:22:45,2023-11-28T09:22:45,8850632520771,,1.0,50.0,,,,0.0,0.0,50.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,0022311280004,2023-11-28T09:22:45,2023-11-28T09:22:45,8852047412337,,1.0,97.0,,,,0.0,0.0,97.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,0022311280005,2023-11-28T09:34:52,2023-11-28T09:34:52,8850721010718,,1.0,32.0,,,,0.0,0.0,32.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,0022311280005,2023-11-28T09:34:52,2023-11-28T09:34:52,8858358009983,,1.0,55.0,,,,0.0,0.0,55.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,0022311280005,2023-11-28T09:34:52,2023-11-28T09:34:52,0211306,,1.0,186.0,,,,0.0,0.0,186.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,0022311280005,2023-11-28T09:34:52,2023-11-28T09:34:52,6973784820178,,1.0,139.0,,,,0.0,0.0,139.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,0022311280005,2023-11-28T09:34:52,2023-11-28T09:34:52,0215810,,1.0,10.0,,,,0.0,0.0,10.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,0022311280005,2023-11-28T09:34:52,2023-11-28T09:34:52,0214068,,1.0,7.0,,,,0.0,0.0,7.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,0022311280005,2023-11-28T09:34:52,2023-11-28T09:34:52,8851613200019,,1.0,81.0,,,,0.0,0.0,81.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,0022311280005,2023-11-28T09:34:52,2023-11-28T09:34:52,2000004857356,,1.0,32.0,,,,0.0,0.0,32.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,0022311280005,2023-11-28T09:34:52,2023-11-28T09:34:52,0213365,,1.0,45.0,,,,0.0,0.0,45.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,0022311280005,2023-11-28T09:34:52,2023-11-28T09:34:52,0211320,,1.0,69.0,,,,0.0,0.0,69.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,0022311280005,2023-11-28T09:34:52,2023-11-28T09:34:52,8850231840355,,1.0,49.0,,,,0.0,0.0,49.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,0022311280005,2023-11-28T09:34:52,2023-11-28T09:34:52,0213171,,1.0,75.0,,,,0.0,0.0,75.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,0022311280005,2023-11-28T09:34:52,2023-11-28T09:34:52,0216111,,1.0,69.0,,,,0.0,0.0,69.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,0022311280005,2023-11-28T09:34:52,2023-11-28T09:34:52,8850653192711,,1.0,99.0,,,,0.0,0.0,99.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,0022311280005,2023-11-28T09:34:52,2023-11-28T09:34:52,8859026100322,,1.0,158.0,,,,0.0,0.0,158.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,0022311280005,2023-11-28T09:34:52,2023-11-28T09:34:52,0211306,,1.0,186.0,,,,0.0,0.0,186.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,0022311280005,2023-11-28T09:34:52,2023-11-28T09:34:52,8859026100322,,1.0,158.0,,,,0.0,0.0,158.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,0022311280005,2023-11-28T09:34:52,2023-11-28T09:34:52,8850653192711,,1.0,99.0,,,,0.0,0.0,99.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,0022311280005,2023-11-28T09:34:52,2023-11-28T09:34:52,8855723003508,,1.0,17.0,,,,0.0,0.0,17.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,0022311280005,2023-11-28T09:34:52,2023-11-28T09:34:52,0211205,,1.0,249.0,,,,0.0,0.0,249.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,0022311280005,2023-11-28T09:34:52,2023-11-28T09:34:52,8852014004534,,1.0,98.0,,,,0.0,0.0,98.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,0022311280005,2023-11-28T09:34:52,2023-11-28T09:34:52,8851351011502,,1.0,119.0,,,,0.0,0.0,119.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,0022311280005,2023-11-28T09:34:52,2023-11-28T09:34:52,3076820002064,,1.0,88.0,,,,0.0,0.0,88.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,0022311280005,2023-11-28T09:34:52,2023-11-28T09:34:52,8852117000884,,1.0,60.0,,,,0.0,0.0,60.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,0022311280005,2023-11-28T09:34:52,2023-11-28T09:34:52,8850231840355,,1.0,49.0,,,,0.0,0.0,49.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,0022311280005,2023-11-28T09:34:52,2023-11-28T09:34:52,8851932268820,,1.0,10.0,,,,0.0,0.0,10.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,0022311280005,2023-11-28T09:34:52,2023-11-28T09:34:52,0213171,,1.0,75.0,,,,0.0,0.0,75.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,0022311280005,2023-11-28T09:34:52,2023-11-28T09:34:52,0213365,,1.0,45.0,,,,0.0,0.0,45.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,0022311280005,2023-11-28T09:34:52,2023-11-28T09:34:52,2000004857356,,1.0,32.0,,,,0.0,0.0,32.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,0022311280005,2023-11-28T09:34:52,2023-11-28T09:34:52,8851613200019,,1.0,81.0,,,,0.0,0.0,81.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,0022311280005,2023-11-28T09:34:52,2023-11-28T09:34:52,0214068,,1.0,7.0,,,,0.0,0.0,7.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,0022311280005,2023-11-28T09:34:52,2023-11-28T09:34:52,0215810,,1.0,10.0,,,,0.0,0.0,10.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,0022311280005,2023-11-28T09:34:52,2023-11-28T09:34:52,6973784820178,,1.0,139.0,,,,0.0,0.0,139.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,0022311280005,2023-11-28T09:34:52,2023-11-28T09:34:52,6973784820178,,1.0,139.0,,,,0.0,0.0,139.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,0022311280005,2023-11-28T09:34:52,2023-11-28T09:34:52,8850231510142,,1.0,38.0,,,,0.0,0.0,38.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,0022311280005,2023-11-28T09:34:52,2023-11-28T09:34:52,8852014004534,,1.0,98.0,,,,0.0,0.0,98.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,0022311280005,2023-11-28T09:34:52,2023-11-28T09:34:52,8850231510142,,1.0,38.0,,,,0.0,0.0,38.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,0022311280005,2023-11-28T09:34:52,2023-11-28T09:34:52,8859026100322,,1.0,158.0,,,,0.0,0.0,158.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,0022311280005,2023-11-28T09:34:52,2023-11-28T09:34:52,8850653192711,,1.0,99.0,,,,0.0,0.0,99.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,0022311280005,2023-11-28T09:34:52,2023-11-28T09:34:52,8853010000070,,1.0,97.0,,,,0.0,0.0,97.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,0022311280005,2023-11-28T09:34:52,2023-11-28T09:34:52,8853010000070,,1.0,97.0,,,,0.0,0.0,97.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,0022311280005,2023-11-28T09:34:52,2023-11-28T09:34:52,0216111,,1.0,69.0,,,,0.0,0.0,69.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,0022311280005,2023-11-28T09:34:52,2023-11-28T09:34:52,0216111,,1.0,69.0,,,,0.0,0.0,69.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,0022311280005,2023-11-28T09:34:52,2023-11-28T09:34:52,8851351011502,,1.0,119.0,,,,0.0,0.0,119.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,0022311280005,2023-11-28T09:34:52,2023-11-28T09:34:52,8851351011502,,1.0,119.0,,,,0.0,0.0,119.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,0022311280005,2023-11-28T09:34:52,2023-11-28T09:34:52,8855723003508,,1.0,17.0,,,,0.0,0.0,17.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,0022311280005,2023-11-28T09:34:52,2023-11-28T09:34:52,8855723003508,,1.0,17.0,,,,0.0,0.0,17.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,0022311280005,2023-11-28T09:34:52,2023-11-28T09:34:52,0211205,,1.0,249.0,,,,0.0,0.0,249.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,0022311280005,2023-11-28T09:34:52,2023-11-28T09:34:52,0211205,,1.0,249.0,,,,0.0,0.0,249.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,0022311280005,2023-11-28T09:34:52,2023-11-28T09:34:52,8859026100322,,1.0,158.0,,,,0.0,0.0,158.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,0022311280005,2023-11-28T09:34:52,2023-11-28T09:34:52,8859026100322,,1.0,158.0,,,,0.0,0.0,158.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,0012312090002,2023-12-09T04:07:01,2023-12-09T04:07:01,8851004461609,,1.0,48.0,,,,0.0,0.0,48.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,0012312090002,2023-12-09T04:07:01,2023-12-09T04:07:01,8850987351396,,1.0,28.0,,,,0.0,0.0,28.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,0012312090002,2023-12-09T04:07:01,2023-12-09T04:07:01,8850718714919,,1.0,103.0,,,,0.0,0.0,103.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,0012312090002,2023-12-09T04:07:01,2023-12-09T04:07:01,8851004807605,,1.0,50.0,,,,0.0,0.0,50.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,0012312090002,2023-12-09T04:07:01,2023-12-09T04:07:01,8858669408314,,1.0,20.0,,,,0.0,0.0,20.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,0012312090002,2023-12-09T04:07:01,2023-12-09T04:07:01,8851019910536,,1.0,57.0,,,,0.0,0.0,57.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,0012312090002,2023-12-09T04:07:01,2023-12-09T04:07:01,8850425003849,,1.0,47.0,,,,0.0,0.0,47.0,
2V6bwaTAjO5Uz9DYDWxiihHjpQw,0012312090002,2023-12-09T04:07:01,2023-12-09T04:07:01,8851016000032,,1.0,13.0,,,,0.0,0.0,13.0,
