cust_code,customer_name,doc_date,total_amount
นน-41,กอยิ่งเจริญ,2014-04-27,1200.00
นน-158,กิจเจริญออโต้แอร์ (รัตนา),2014-01-02,1300.00
นน-156,อู่ณัฐ,2014-01-02,1000.00
151,สด,2014-01-13,1000.00
กท-25,นทีทอง ออโต้แอร์,2014-01-02,1000.00
นน-67,ชัยฤทธิ์แอร์,2014-01-02,750.00
นน-159,ทีเอส ออโต้ เซอร์วิส (โฟล์ค รัตนา),2014-06-13,610.00
กท-50,นิวสยามแอร์   3   แคราย,2014-01-02,1700.00
นน-73,N.K AUTO AIR,2014-01-05,3750.00
นน-07,โชคชัยออโต้แอร์,2014-02-10,850.00
นน-43,เล็กเซอร์วิส,2014-01-09,1000.00
กท-06,บริษัท อีซูซุอึ้งง่วนไต๋ออโตเซลส์ จำกัด (สาขากัลปพฤกษ์),2014-05-30,2500.00
นน-121,(ยกเลิก) R-MOTER,2014-01-03,5050.00
กท-06,บริษัท อีซูซุอึ้งง่วนไต๋ออโตเซลส์ จำกัด (สาขากัลปพฤกษ์),2014-05-30,250.00
นน-68,ท.การช่าง,2014-03-24,1800.00
กท-43,นิวสยามแอร์,2014-01-03,10260.00
นน-63,ยาวไดนาโมแอร์,2014-01-03,1000.00
นน-13,ธนกฤตแอร์,2014-01-03,2000.00
นน-67,ชัยฤทธิ์แอร์,2014-01-03,2920.00
กท-50,นิวสยามแอร์   3   แคราย,2014-01-03,493.84
151,สด,2014-01-31,3850.00
นน-68,ท.การช่าง,2014-03-18,250.00
นน-41,กอยิ่งเจริญ,2014-01-03,400.00
กท-25,นทีทอง ออโต้แอร์,2014-01-03,2542.32
กท-01,สุเทพอะไหล่แอร์,2014-01-03,1100.00
นน-43,เล็กเซอร์วิส,2014-01-13,450.00
นน-63,ยาวไดนาโมแอร์,2014-01-13,350.00
นน-01,ต.เจริญ แอร์ แอนด์ ซาวด์,2014-01-02,10352.00
นน-73,N.K AUTO AIR,2014-01-03,1750.00
นน-07,โชคชัยออโต้แอร์,2014-02-10,2700.00
กท-50,นิวสยามแอร์   3   แคราย,2014-01-02,8786.00
กท-50,นิวสยามแอร์   3   แคราย,2014-01-03,480.00
นน-32,ต้อย ไดนาโม,2014-02-01,2150.00
นน-73,N.K AUTO AIR,2014-01-13,2000.00
กท-50,นิวสยามแอร์   3   แคราย,2014-01-28,6658.36
นน-32,ต้อย ไดนาโม,2014-01-03,150.00
นน-41,กอยิ่งเจริญ,2014-01-03,650.00
นน-47,บริษัท พระราม 5 อะไหล่ จำกัด (ฮอนด้า),2014-01-03,550.00
นน-32,ต้อย ไดนาโม,2014-01-14,490.00
กท-25,นทีทอง ออโต้แอร์,2014-01-09,4430.00
นน-73,N.K AUTO AIR,2014-01-13,1300.00
นน-43,เล็กเซอร์วิส,2014-06-03,1300.00
นน-157,พฤธาแอร์,2014-01-05,480.00
กท-50,นิวสยามแอร์   3   แคราย,2014-01-06,16000.00
นน-32,ต้อย ไดนาโม,2014-01-06,16000.00
นน-73,N.K AUTO AIR,2014-01-28,2150.00
นน-160,ห้างหุ้นส่วนจำกัด ทีดับบลิว คาร์ทูนเนอร์,2014-01-13,3350.00
นน-157,พฤธาแอร์,2014-01-02,1100.00
151,สด,2014-02-25,32900.00
นน-161,ภูผาแอร์,2014-01-03,2500.00
นน-157,พฤธาแอร์,2014-01-02,860.00
นน-158,กิจเจริญออโต้แอร์ (รัตนา),2014-01-13,400.00
นน-67,ชัยฤทธิ์แอร์,2014-01-22,1350.00
นน-157,พฤธาแอร์,2014-01-06,1100.00
กท-50,นิวสยามแอร์   3   แคราย,2014-01-28,1505.00
กท-01,สุเทพอะไหล่แอร์,2014-01-03,4600.00
นน-130,เค เอส คูลลิ่ง,2014-01-28,450.00
นน-159,ทีเอส ออโต้ เซอร์วิส (โฟล์ค รัตนา),2014-01-03,250.00
151,สด,2014-01-03,600.00
นน-66,ห้างหุ้นส่วนจำกัด พระนคร ออโต้แอร์ (สำนักงานใหญ่),2014-01-04,2400.00
นน-157,พฤธาแอร์,2014-01-05,2730.00
นน-09,ฮอนด้า เรวดี,2014-01-07,450.00
นน-07,โชคชัยออโต้แอร์,2014-01-13,6720.00
นน-15,บริษัท โตโยต้านนทบุรี ผู้จำหน่ายโตโยต้า จำกัด,2014-01-04,200.00
นน-17,บริษัท โตโยต้านนทบุรี ผู้จำหน่ายโตโยต้า จำกัด,2014-01-04,12000.00
นน-180,รุ่งเรืองมอเตอร์(เฮียตี๋),2014-01-18,2600.00
นน-157,พฤธาแอร์,2014-01-05,50.00
นน-31,THE   GARAGE,2014-01-04,3500.00
นน-117,มิตรสัมพันธ์,2014-01-04,500.00
นน-122,ร้าน ช่างโรจน์,2014-01-13,1900.00
กท-43,นิวสยามแอร์,2014-01-04,2350.00
กท-25,นทีทอง ออโต้แอร์,2014-01-04,10410.00
151,สด,2014-01-04,400.00
นน-14,บริษัท โตโยต้านนทบุรี ผู้จำหน่ายโตโยต้า จำกัด,2014-01-04,150.00
นน-43,เล็กเซอร์วิส,2014-06-12,1450.00
นน-122,ร้าน ช่างโรจน์,2014-01-13,1937.00
กท-43,นิวสยามแอร์,2014-01-04,2280.00
นน-157,พฤธาแอร์,2014-01-04,400.00
นน-67,ชัยฤทธิ์แอร์,2014-01-04,900.00
นน-157,พฤธาแอร์,2014-01-04,150.00
นน-117,มิตรสัมพันธ์,2014-01-06,1050.00
นน-32,ต้อย ไดนาโม,2014-01-06,970.00
นน-121,(ยกเลิก) R-MOTER,2014-01-06,1300.00
นน-07,โชคชัยออโต้แอร์,2014-02-26,450.00
นน-111,เอ็ม เค ออโต้แอร์,2014-01-18,1000.00
กท-43,นิวสยามแอร์,2014-01-06,7200.00
นน-43,เล็กเซอร์วิส,2014-06-10,1100.00
นน-32,ต้อย ไดนาโม,2014-01-13,800.00
นน-156,อู่ณัฐ,2014-01-02,250.00
นน-32,ต้อย ไดนาโม,2014-01-13,2800.00
นน-158,กิจเจริญออโต้แอร์ (รัตนา),2014-01-06,1370.00
กท-05,UP2 ซัพพลาย,2014-01-06,320.00
กท-14,บริษัท ไปรษณีย์ไทย จำกัด (สำนักงานใหญ่),2014-02-25,120.00
นน-13,ธนกฤตแอร์,2014-01-18,8500.00
นน-66,ห้างหุ้นส่วนจำกัด พระนคร ออโต้แอร์ (สำนักงานใหญ่),2014-01-06,3300.00
กท-25,นทีทอง ออโต้แอร์,2014-01-06,450.00
นน-63,ยาวไดนาโมแอร์,2014-01-06,850.00
นน-68,ท.การช่าง,2014-03-18,900.00
151,สด,2014-01-18,2500.00
นน-161,ภูผาแอร์,2014-01-06,2000.00
นน-156,อู่ณัฐ,2014-01-02,450.00
นน-43,เล็กเซอร์วิส,2014-01-06,220.00
นน-122,ร้าน ช่างโรจน์,2014-01-18,1000.00
กท-25,นทีทอง ออโต้แอร์,2014-01-06,2570.00
กท-43,นิวสยามแอร์,2014-01-18,1919.58
นน-32,ต้อย ไดนาโม,2014-01-18,1680.00
นน-122,ร้าน ช่างโรจน์,2014-01-06,350.00
นน-71,บัญชาแอร์ (ปากเกร็ด),2014-01-06,5620.00
151,สด,2014-01-06,1100.00
นน-151,สมพงษ์แอร์,2014-01-06,1100.00
151,สด,2014-01-06,2000.00
151,สด,2014-01-07,2200.00
151,สด,2014-01-07,2300.00
นน-32,ต้อย ไดนาโม,2014-01-07,2500.00
นน-157,พฤธาแอร์,2014-01-18,2100.00
นน-63,ยาวไดนาโมแอร์,2014-01-07,2850.00
นน-121,(ยกเลิก) R-MOTER,2014-01-07,2000.00
นน-13,ธนกฤตแอร์,2014-01-07,2350.00
นน-156,อู่ณัฐ,2014-01-13,100.00
กท-43,นิวสยามแอร์,2014-01-07,3508.46
151,สด,2014-01-18,2800.00
นน-102,ร้าน นันท์ออโต้แอร์,2014-01-07,1370.00
นน-32,ต้อย ไดนาโม,2014-01-07,300.00
นน-179,เก่ง ออโต้แอร์  (แยก อตก.),2014-01-18,3360.00
นน-73,N.K AUTO AIR,2014-01-07,850.00
นน-09,ฮอนด้า เรวดี,2014-01-11,400.00
นน-157,พฤธาแอร์,2014-01-07,1850.00
นน-156,อู่ณัฐ,2014-01-07,2030.00
กท-43,นิวสยามแอร์,2014-01-18,3190.00
นน-65,กาญจนาอะไหล่แอร์,2014-01-18,450.00
นน-41,กอยิ่งเจริญ,2014-01-07,450.00
นน-160,ห้างหุ้นส่วนจำกัด ทีดับบลิว คาร์ทูนเนอร์,2014-01-07,2740.00
นน-156,อู่ณัฐ,2014-01-13,450.00
นน-161,ภูผาแอร์,2014-01-18,3800.00
นน-73,N.K AUTO AIR,2014-01-07,1000.00
นน-67,ชัยฤทธิ์แอร์,2014-01-06,450.00
นน-117,มิตรสัมพันธ์,2014-01-06,350.00
นน-65,กาญจนาอะไหล่แอร์,2014-01-07,580.00
นน-43,เล็กเซอร์วิส,2014-01-07,150.00
นน-130,เค เอส คูลลิ่ง,2014-01-07,1900.00
151,สด,2014-01-07,1650.00
151,สด,2014-01-07,1580.00
151,สด,2014-01-07,1900.00
นน-156,อู่ณัฐ,2014-01-17,970.00
151,สด,2014-02-20,14350.00
นน-32,ต้อย ไดนาโม,2014-01-07,850.00
นน-121,(ยกเลิก) R-MOTER,2014-01-08,550.00
นน-43,เล็กเซอร์วิส,2014-01-07,160.00
151,สด,2014-01-07,900.00
นน-156,อู่ณัฐ,2014-01-08,240.00
กท-43,นิวสยามแอร์,2014-01-29,5419.64
นน-68,ท.การช่าง,2014-01-03,550.00
นน-13,ธนกฤตแอร์,2014-01-08,450.00
นน-67,ชัยฤทธิ์แอร์,2014-01-13,11800.00
นน-160,ห้างหุ้นส่วนจำกัด ทีดับบลิว คาร์ทูนเนอร์,2014-01-08,600.00
นน-156,อู่ณัฐ,2014-01-08,110.00
นน-156,อู่ณัฐ,2014-01-08,150.00
151,สด,2014-01-08,12600.00
นน-117,มิตรสัมพันธ์,2014-01-08,3100.00
กท-05,UP2 ซัพพลาย,2014-01-08,2780.00
นน-13,ธนกฤตแอร์,2014-01-08,400.00
นน-68,ท.การช่าง,2014-01-06,900.00
นน-43,เล็กเซอร์วิส,2014-01-08,500.00
นน-68,ท.การช่าง,2014-01-06,400.00
นน-67,ชัยฤทธิ์แอร์,2014-01-08,3500.00
นน-164,PW WORKSHOP (อู่ วิฑูรย์ บริการ),2014-01-08,2200.00
นน-32,ต้อย ไดนาโม,2014-01-30,1620.00
นน-43,เล็กเซอร์วิส,2014-01-09,400.00
กท-43,นิวสยามแอร์,2014-01-18,2175.36
นน-117,มิตรสัมพันธ์,2014-01-09,520.00
นน-65,กาญจนาอะไหล่แอร์,2014-01-09,1092.00
นน-13,ธนกฤตแอร์,2014-01-09,950.00
นน-157,พฤธาแอร์,2014-01-09,350.00
นน-158,กิจเจริญออโต้แอร์ (รัตนา),2014-01-09,700.00
กท-05,UP2 ซัพพลาย,2014-01-09,1800.00
นน-166,ช่างมนต์,2014-01-09,2770.00
นน-32,ต้อย ไดนาโม,2014-02-01,900.00
151,สด,2014-01-18,7500.00
นน-151,สมพงษ์แอร์,2014-01-18,810.00
นน-122,ร้าน ช่างโรจน์,2014-01-09,1900.00
นน-09,ฮอนด้า เรวดี,2014-01-21,400.00
นน-43,เล็กเซอร์วิส,2014-01-09,120.00
นน-167,อู่ แดวู,2014-01-09,2150.00
นน-68,ท.การช่าง,2014-01-07,1000.00
นน-68,ท.การช่าง,2014-01-08,1970.00
151,สด,2014-01-09,2200.00
นน-130,เค เอส คูลลิ่ง,2014-01-09,3400.00
นน-130,เค เอส คูลลิ่ง,2014-01-09,4450.00
กท-25,นทีทอง ออโต้แอร์,2014-01-09,1100.00
นน-26,,2014-01-09,1000.00
นน-157,พฤธาแอร์,2014-01-20,700.00
นน-156,อู่ณัฐ,2014-01-13,250.00
นน-161,ภูผาแอร์,2014-01-09,1200.00
นน-68,ท.การช่าง,2014-01-18,1100.00
นน-166,ช่างมนต์,2014-01-09,450.00
นน-68,ท.การช่าง,2014-01-09,1500.00
151,สด,2014-01-13,6230.00
นน-121,(ยกเลิก) R-MOTER,2014-01-10,350.00
151,สด,2014-01-10,4830.00
นน-73,N.K AUTO AIR,2014-01-10,700.00
นน-157,พฤธาแอร์,2014-01-10,450.00
นน-172,ซายางยนต์,2014-01-20,160.00
151,สด,2014-01-29,3750.00
นน-68,ท.การช่าง,2014-01-15,850.00
นน-07,โชคชัยออโต้แอร์,2014-01-20,1750.00
นน-121,(ยกเลิก) R-MOTER,2014-01-20,1000.00
นน-13,ธนกฤตแอร์,2014-01-10,1992.00
นน-66,ห้างหุ้นส่วนจำกัด พระนคร ออโต้แอร์ (สำนักงานใหญ่),2014-01-29,750.00
นน-151,สมพงษ์แอร์,2014-01-10,1650.00
นน-157,พฤธาแอร์,2014-01-10,750.00
นน-157,พฤธาแอร์,2014-01-10,70.00
นน-66,ห้างหุ้นส่วนจำกัด พระนคร ออโต้แอร์ (สำนักงานใหญ่),2014-01-29,680.00
นน-66,ห้างหุ้นส่วนจำกัด พระนคร ออโต้แอร์ (สำนักงานใหญ่),2014-01-10,2380.00
นน-117,มิตรสัมพันธ์,2014-01-02,1630.00
นน-43,เล็กเซอร์วิส,2014-01-20,700.00
กท-14,บริษัท ไปรษณีย์ไทย จำกัด (สำนักงานใหญ่),2014-01-10,630.00
นน-09,ฮอนด้า เรวดี,2014-01-10,1100.00
นน-37,เจฟฟรี่เซอร์วิส,2014-01-10,450.00
กท-85,บริษัท คูลลิ่งซาวด์ (สำนักงานใหญ่),2014-01-20,4150.00
กท-50,นิวสยามแอร์   3   แคราย,2014-03-01,1267.53
นน-73,N.K AUTO AIR,2014-01-11,1400.00
นน-177,AC. ออโต้แอร์,2014-01-29,750.00
กท-43,นิวสยามแอร์,2014-01-11,1900.00
นน-167,อู่ แดวู,2014-01-31,3080.00
นน-68,ท.การช่าง,2014-01-31,1000.00
นน-37,เจฟฟรี่เซอร์วิส,2014-01-11,250.00
กท-05,UP2 ซัพพลาย,2014-01-31,6800.00
นน-02,BMW งามวงศ์วาน,2014-01-13,1750.00
นน-07,โชคชัยออโต้แอร์,2014-01-24,500.00
กท-43,นิวสยามแอร์,2014-01-10,6840.00
นน-122,ร้าน ช่างโรจน์,2014-01-11,1850.00
นน-01,ต.เจริญ แอร์ แอนด์ ซาวด์,2014-01-11,1500.00
151,สด,2014-01-11,1150.00
151,สด,2014-01-30,10950.00
นน-65,กาญจนาอะไหล่แอร์,2014-01-11,900.00
กท-50,นิวสยามแอร์   3   แคราย,2014-01-11,1500.00
151,สด,2014-02-01,460.00
กท-43,นิวสยามแอร์,2014-02-12,6667.85
กท-25,นทีทอง ออโต้แอร์,2014-02-01,2220.00
นน-43,เล็กเซอร์วิส,2014-01-11,340.00
นน-43,เล็กเซอร์วิส,2014-01-11,1100.00
นน-17,บริษัท โตโยต้านนทบุรี ผู้จำหน่ายโตโยต้า จำกัด,2014-01-11,3160.00
กท-25,นทีทอง ออโต้แอร์,2014-01-11,1460.00
นน-156,อู่ณัฐ,2014-01-20,250.00
กท-25,นทีทอง ออโต้แอร์,2014-01-11,2570.00
นน-13,ธนกฤตแอร์,2014-01-11,1280.00
151,สด,2014-01-11,9180.00
กท-43,นิวสยามแอร์,2014-01-14,5800.00
นน-26,,2014-01-13,2550.00
นน-157,พฤธาแอร์,2014-01-20,1400.00
นน-07,โชคชัยออโต้แอร์,2014-01-30,1300.00
นน-172,ซายางยนต์,2014-01-14,1200.00
นน-65,กาญจนาอะไหล่แอร์,2014-01-14,150.00
นน-175,ASS,2014-01-14,1700.00
กท-50,นิวสยามแอร์   3   แคราย,2014-01-02,6842.00
นน-13,ธนกฤตแอร์,2014-01-14,1000.00
กท-43,นิวสยามแอร์,2014-01-14,1550.00
นน-42,S  S แอร์  (K.เอส),2014-02-12,12000.00
151,สด,2014-01-10,12930.00
151,สด,2014-01-10,1100.00
151,สด,2014-01-14,950.00
นน-68,ท.การช่าง,2014-01-29,1800.00
กท-43,นิวสยามแอร์,2014-01-14,4186.87
นน-158,กิจเจริญออโต้แอร์ (รัตนา),2014-01-15,2270.00
นน-32,ต้อย ไดนาโม,2014-01-30,400.00
กท-43,นิวสยามแอร์,2014-01-15,2970.00
นน-42,S  S แอร์  (K.เอส),2014-02-12,3900.00
นน-07,โชคชัยออโต้แอร์,2014-01-17,1100.00
นน-07,โชคชัยออโต้แอร์,2014-01-13,2250.00
นน-07,โชคชัยออโต้แอร์,2014-01-08,1250.00
นน-07,โชคชัยออโต้แอร์,2014-01-30,1620.00
นน-07,โชคชัยออโต้แอร์,2014-01-25,1500.00
นน-67,ชัยฤทธิ์แอร์,2014-01-15,2500.00
นน-07,โชคชัยออโต้แอร์,2014-01-03,4300.00
นน-117,มิตรสัมพันธ์,2014-01-02,1900.00
นน-117,มิตรสัมพันธ์,2014-01-03,250.00
นน-69,เค ที เซอร์วิส,2014-01-30,2000.00
นน-168,บริษัท ณัฐกิจ อิควิปเมนท์ แอนด์ เซอรืวิส จำกัด,2014-01-10,10250.00
นน-177,AC. ออโต้แอร์,2014-01-15,2900.00
นน-68,ท.การช่าง,2014-01-14,2650.00
กท-43,นิวสยามแอร์,2014-01-15,2500.00
นน-117,มิตรสัมพันธ์,2014-01-14,1000.00
กท-50,นิวสยามแอร์   3   แคราย,2014-01-04,9300.00
151,สด,2014-01-15,1780.00
กท-01,สุเทพอะไหล่แอร์,2014-01-04,10955.00
นน-122,ร้าน ช่างโรจน์,2014-06-30,2100.00
นน-31,THE   GARAGE,2014-01-15,2200.00
151,สด,2014-01-31,26930.00
นน-66,ห้างหุ้นส่วนจำกัด พระนคร ออโต้แอร์ (สำนักงานใหญ่),2014-01-15,6200.00
นน-07,โชคชัยออโต้แอร์,2014-01-15,1250.00
นน-07,โชคชัยออโต้แอร์,2014-01-15,8480.00
นน-117,มิตรสัมพันธ์,2014-01-15,600.00
นน-66,ห้างหุ้นส่วนจำกัด พระนคร ออโต้แอร์ (สำนักงานใหญ่),2014-01-14,180.00
นน-157,พฤธาแอร์,2014-01-15,2050.00
กท-43,นิวสยามแอร์,2014-03-28,2430.00
กท-50,นิวสยามแอร์   3   แคราย,2014-01-08,1000.00
นน-07,โชคชัยออโต้แอร์,2014-01-16,790.00
นน-122,ร้าน ช่างโรจน์,2014-01-31,1075.00
นน-07,โชคชัยออโต้แอร์,2014-01-16,2200.00
นน-41,กอยิ่งเจริญ,2014-01-14,100.00
นน-41,กอยิ่งเจริญ,2014-01-27,1000.00
นน-41,กอยิ่งเจริญ,2014-01-18,330.00
นน-63,ยาวไดนาโมแอร์,2014-01-16,1270.00
นน-66,ห้างหุ้นส่วนจำกัด พระนคร ออโต้แอร์ (สำนักงานใหญ่),2014-01-30,4140.00
กท-43,นิวสยามแอร์,2014-01-16,1965.36
กท-50,นิวสยามแอร์   3   แคราย,2014-01-11,1700.00
นน-32,ต้อย ไดนาโม,2014-01-09,11600.00
นน-157,พฤธาแอร์,2014-01-16,1770.00
นน-157,พฤธาแอร์,2014-01-30,200.00
151,สด,2014-01-16,6000.00
กท-50,นิวสยามแอร์   3   แคราย,2014-01-14,2000.00
นน-178,พรไพศาล,2014-01-16,2570.00
นน-156,อู่ณัฐ,2014-01-16,20.00
นน-156,อู่ณัฐ,2014-01-16,15.00
นน-67,ชัยฤทธิ์แอร์,2014-01-16,1800.00
นน-63,ยาวไดนาโมแอร์,2014-01-16,1400.00
151,สด,2014-01-30,24510.00
นน-32,ต้อย ไดนาโม,2014-01-17,6550.00
กท-43,นิวสยามแอร์,2014-03-08,4361.52
กท-50,นิวสยามแอร์   3   แคราย,2014-01-16,3550.00
นน-156,อู่ณัฐ,2014-01-17,1700.00
นน-42,S  S แอร์  (K.เอส),2014-01-17,12000.00
นน-73,N.K AUTO AIR,2014-01-17,1370.00
นน-157,พฤธาแอร์,2014-01-30,150.00
กท-25,นทีทอง ออโต้แอร์,2014-01-17,590.00
กท-50,นิวสยามแอร์   3   แคราย,2014-01-16,350.00
นน-121,(ยกเลิก) R-MOTER,2014-01-17,500.00
นน-13,ธนกฤตแอร์,2014-01-30,8050.00
นน-161,ภูผาแอร์,2014-01-19,450.00
นน-172,ซายางยนต์,2014-01-17,250.00
กท-43,นิวสยามแอร์,2014-03-08,140.00
151,สด,2014-01-17,6510.00
นน-122,ร้าน ช่างโรจน์,2014-01-17,5500.00
151,สด,2014-01-30,750.00
นน-117,มิตรสัมพันธ์,2014-01-21,1100.00
นน-67,ชัยฤทธิ์แอร์,2014-01-21,750.00
151,สด,2014-02-01,6450.00
นน-63,ยาวไดนาโมแอร์,2014-01-21,200.00
นน-151,สมพงษ์แอร์,2014-02-01,2060.00
นน-32,ต้อย ไดนาโม,2014-01-21,1550.00
นน-122,ร้าน ช่างโรจน์,2014-01-21,2800.00
นน-66,ห้างหุ้นส่วนจำกัด พระนคร ออโต้แอร์ (สำนักงานใหญ่),2014-01-21,5450.00
นน-160,ห้างหุ้นส่วนจำกัด ทีดับบลิว คาร์ทูนเนอร์,2014-01-21,11680.00
นน-68,ท.การช่าง,2014-01-31,450.00
ปท-02,บริษัท ยินดีแอร์ (รถยนต์) จำกัด,2014-01-21,14175.00
นน-66,ห้างหุ้นส่วนจำกัด พระนคร ออโต้แอร์ (สำนักงานใหญ่),2014-03-18,750.00
151,สด,2014-01-21,13550.00
นน-41,กอยิ่งเจริญ,2014-01-20,230.00
นน-160,ห้างหุ้นส่วนจำกัด ทีดับบลิว คาร์ทูนเนอร์,2014-01-20,7750.00
นน-23,เอ็กซ์เปอร์ต ออโต็ เซลส์ แอนด์ เซอร์วิส,2014-03-29,2500.00
กท-85,บริษัท คูลลิ่งซาวด์ (สำนักงานใหญ่),2014-01-21,3400.00
กท-14,บริษัท ไปรษณีย์ไทย จำกัด (สำนักงานใหญ่),2014-02-18,250.00
นน-41,กอยิ่งเจริญ,2014-01-14,350.00
นน-41,กอยิ่งเจริญ,2014-01-04,200.00
นน-43,เล็กเซอร์วิส,2014-03-18,1000.00
นน-122,ร้าน ช่างโรจน์,2014-01-29,2570.00
กท-85,บริษัท คูลลิ่งซาวด์ (สำนักงานใหญ่),2014-01-22,14650.00
นน-13,ธนกฤตแอร์,2014-01-22,200.00
นน-122,ร้าน ช่างโรจน์,2014-01-22,2400.00
นน-164,PW WORKSHOP (อู่ วิฑูรย์ บริการ),2014-01-22,3350.00
นน-158,กิจเจริญออโต้แอร์ (รัตนา),2014-01-22,250.00
นน-66,ห้างหุ้นส่วนจำกัด พระนคร ออโต้แอร์ (สำนักงานใหญ่),2014-01-22,3300.00
นน-157,พฤธาแอร์,2014-03-03,5950.00
กท-50,นิวสยามแอร์   3   แคราย,2014-01-30,12950.00
นน-67,ชัยฤทธิ์แอร์,2014-01-31,1700.00
นน-43,เล็กเซอร์วิส,2014-01-22,450.00
นน-41,กอยิ่งเจริญ,2014-06-03,1000.00
นน-117,มิตรสัมพันธ์,2014-01-17,550.00
151,สด,2014-01-22,8050.00
นน-41,กอยิ่งเจริญ,2014-01-31,190.00
151,สด,2014-01-31,3450.00
นน-09,ฮอนด้า เรวดี,2014-01-22,1100.00
กท-85,บริษัท คูลลิ่งซาวด์ (สำนักงานใหญ่),2014-01-22,1500.00
กท-85,บริษัท คูลลิ่งซาวด์ (สำนักงานใหญ่),2014-01-22,9850.00
นน-07,โชคชัยออโต้แอร์,2014-01-22,1750.00
นน-65,กาญจนาอะไหล่แอร์,2014-01-22,900.00
กท-25,นทีทอง ออโต้แอร์,2014-01-09,250.00
นน-68,ท.การช่าง,2014-01-31,1600.00
นน-14,บริษัท โตโยต้านนทบุรี ผู้จำหน่ายโตโยต้า จำกัด,2014-01-22,1100.00
นน-63,ยาวไดนาโมแอร์,2014-01-08,2200.00
151,สด,2014-02-12,16950.00
นน-11,บริษัท เพรสทีจ วีอิคเคิล (เบนช์พระราม 5) จำกัด,2014-01-24,2550.00
151,สด,2014-02-14,3350.00
นน-55,BMW (คุณกิตติพงษ์)นนทบุรี,2014-01-23,2200.00
นน-121,(ยกเลิก) R-MOTER,2014-01-31,1000.00
นน-157,พฤธาแอร์,2014-02-12,1400.00
นน-122,ร้าน ช่างโรจน์,2014-01-31,1270.00
นน-41,กอยิ่งเจริญ,2014-06-12,150.00
นน-63,ยาวไดนาโมแอร์,2014-01-08,1350.00
นน-68,ท.การช่าง,2014-01-06,1500.00
นน-43,เล็กเซอร์วิส,2014-01-23,200.00
นน-63,ยาวไดนาโมแอร์,2014-01-16,420.00
นน-63,ยาวไดนาโมแอร์,2014-01-31,450.00
นน-23,เอ็กซ์เปอร์ต ออโต็ เซลส์ แอนด์ เซอร์วิส,2014-01-20,1000.00
นน-65,กาญจนาอะไหล่แอร์,2014-01-23,1200.00
นน-65,กาญจนาอะไหล่แอร์,2014-01-23,2407.50
นน-63,ยาวไดนาโมแอร์,2014-01-28,150.00
นน-43,เล็กเซอร์วิส,2014-01-23,850.00
นน-37,เจฟฟรี่เซอร์วิส,2014-01-30,400.00
นน-111,เอ็ม เค ออโต้แอร์,2014-01-02,1800.00
นน-111,เอ็ม เค ออโต้แอร์,2014-01-04,1550.00
นน-111,เอ็ม เค ออโต้แอร์,2014-01-31,1370.00
นน-73,N.K AUTO AIR,2014-01-31,750.00
นน-181,บริษัท อู่นำชัยรัตนาธิเบศร์ จำกัด (สำนักงานใหญ่),2014-01-23,550.00
นน-157,พฤธาแอร์,2014-01-23,350.00
นน-13,ธนกฤตแอร์,2014-01-23,2100.00
นน-07,โชคชัยออโต้แอร์,2014-01-23,650.00
นน-41,กอยิ่งเจริญ,2014-01-30,1200.00
151,สด,2014-01-31,8810.00
นน-65,กาญจนาอะไหล่แอร์,2014-01-30,2383.42
นน-65,กาญจนาอะไหล่แอร์,2014-01-06,750.00
กท-85,บริษัท คูลลิ่งซาวด์ (สำนักงานใหญ่),2014-02-12,330.00
นน-161,ภูผาแอร์,2014-02-01,530.00
นน-65,กาญจนาอะไหล่แอร์,2014-01-11,2000.00
นน-73,N.K AUTO AIR,2014-01-24,1450.00
นน-43,เล็กเซอร์วิส,2014-01-24,250.00
นน-180,รุ่งเรืองมอเตอร์(เฮียตี๋),2014-01-24,2140.00
นน-13,ธนกฤตแอร์,2014-01-24,375.00
กท-43,นิวสยามแอร์,2014-02-13,4115.00
นน-14,บริษัท โตโยต้านนทบุรี ผู้จำหน่ายโตโยต้า จำกัด,2014-01-24,8270.00
นน-32,ต้อย ไดนาโม,2014-01-24,1800.00
นน-13,ธนกฤตแอร์,2014-03-22,1100.00
นน-158,กิจเจริญออโต้แอร์ (รัตนา),2014-01-24,700.00
นน-47,บริษัท พระราม 5 อะไหล่ จำกัด (ฮอนด้า),2014-01-24,2450.00
กท-43,นิวสยามแอร์,2014-01-24,3279.81
นน-09,ฮอนด้า เรวดี,2014-06-13,200.00
กท-43,นิวสยามแอร์,2014-01-21,2390.00
นน-31,THE   GARAGE,2014-01-24,2000.00
นน-41,กอยิ่งเจริญ,2014-02-01,1100.00
กท-43,นิวสยามแอร์,2014-01-24,1870.00
นน-181,บริษัท อู่นำชัยรัตนาธิเบศร์ จำกัด (สำนักงานใหญ่),2014-01-25,1550.00
151,สด,2014-01-30,3454.50
นน-117,มิตรสัมพันธ์,2014-02-12,1100.00
นน-172,ซายางยนต์,2014-01-25,1000.00
นน-158,กิจเจริญออโต้แอร์ (รัตนา),2014-01-25,1000.00
นน-157,พฤธาแอร์,2014-02-12,1200.00
นน-156,อู่ณัฐ,2014-01-31,250.00
กท-14,บริษัท ไปรษณีย์ไทย จำกัด (สำนักงานใหญ่),2014-02-12,850.00
นน-32,ต้อย ไดนาโม,2014-01-25,1450.00
นน-32,ต้อย ไดนาโม,2014-01-25,6150.00
กท-43,นิวสยามแอร์,2014-01-25,2160.00
