cust_code,customer_name,doc_date,total_amount
PC-0129,บริษัท จักรพรรดิ์แอร์ จำกัด,2022-06-14,1850.00
นน-13,ธนกฤตแอร์,2022-06-14,4050.00
นน-24,บริษัท โตโยต้านนทบุรีผู้จำหน่ายโตโยต้า จำกัด,2022-06-14,3049.50
151,สด,2022-11-13,650.00
พม-05,วีเอส.ออโต้แก๊ส (VS.AUTOGAS),2022-11-13,3400.00
นน-206,Bank Air ,2022-11-13,1200.00
PC-0175,อู่ ช่างจั้ม VOLK,2022-11-13,3500.00
นน-69,เค ที เซอร์วิส,2022-11-13,1300.00
นน-157,พฤธาแอร์,2022-11-13,1900.00
PC-0189,AOF mody Garage,2022-11-13,3400.00
จท-42,ช่างบิ๊ก(ฝากไหม),2022-06-14,1980.00
กท-138,ช่างวิเชียร ประชาชื่นซอย 4,2022-11-13,4900.00
นน-379,ร้าน นครอะไหล่ยนต์,2022-11-13,4140.00
PC-298,เมืองทองเซอร์วิส,2022-11-13,2000.00
นน-308,เกรียงชัยออโต้,2022-06-14,3000.00
กท-103,PR ประดับยนต์,2022-06-14,650.00
อย-05,ภานุ ยิงทราย,2022-11-13,3800.00
ปท-13,ธัญธพัฒน์ ออโต้แอร์ (ช่างธนะ),2022-06-14,9280.00
จท-37,เม้งแอร์ #2,2022-06-14,750.00
PC-0291,บริษัท สมเจริญชัยเซอร์วิส จำกัด,2023-01-21,3531.00
นน-308,เกรียงชัยออโต้,2022-06-14,3000.00
นน-122,ร้าน ช่างโรจน์,2022-06-12,2850.00
พท-04,ร้าน ก้าวเจริญไดนาโม แอร์,2022-06-14,4050.00
นน-372,ช่างต้อม (สะพานเจษ),2022-11-13,1700.00
PC-0178,เน็ก ประดับยนต์,2022-11-13,1250.00
นน-135,ต้นเชอร์วิส,2022-11-13,1700.00
นน-177,AC. ออโต้แอร์,2022-11-13,900.00
PC-0257,ร้าน AIR FRESH ONE (คุณแทน),2022-11-13,3750.00
PC-0257,ร้าน AIR FRESH ONE (คุณแทน),2022-11-13,1450.00
PC-0212,CRIS AUTO SERVICE,2023-01-03,9750.00
จท-37,เม้งแอร์ #2,2023-01-04,2330.00
จท-37,เม้งแอร์ #2,2023-01-04,1100.00
PC-0268,อู่ ช่างปอ,2023-01-21,3920.00
151,สด,2022-06-14,12780.00
151,สด,2022-06-14,2000.00
ปท-01,ศ.เครื่องเย็น,2022-06-14,3500.00
นน-313,ช่าง กิ้ม โมติฟาย,2022-06-14,1350.00
กท-85,บริษัท คูลลิ่งซาวด์ (สำนักงานใหญ่),2022-06-14,5220.00
นน-291,นครหลวง อิเลคทริค,2022-06-14,1500.00
ปท-01,ศ.เครื่องเย็น,2022-06-14,810.00
PC-0187,บริษัท วิธานออโต้พาร์ท จำกัด (สำนักงานใหญ่),2022-06-14,5000.00
นน-313,ช่าง กิ้ม โมติฟาย,2022-06-14,1700.00
PC-0282,สนั่นอะไหล่แอร์ (รุ่งทิวาขนส่ง),2022-06-14,10800.00
จท-37,เม้งแอร์ #2,2022-06-14,8900.00
PC-303,ร้านเกรียงไกร พาร์ทซัพพลาย (คุณอัญชลี),2022-06-14,12190.00
นน-63,ยาวไดนาโมแอร์,2022-06-14,160.00
นน-203,พี่จูน,2022-06-14,900.00
นน-122,ร้าน ช่างโรจน์,2022-06-14,3255.00
นน-232,ร้านวิรัตน์ (บางกร่าง),2022-11-12,1350.00
151,สด,2022-06-14,3000.00
นน-291,นครหลวง อิเลคทริค,2022-06-14,2850.00
กท-193,ทัสมา ออโต้แอร์,2022-06-14,2050.00
ปท-01,ศ.เครื่องเย็น,2022-06-14,4900.00
PC-0243,ร้าน สองสหาย,2022-06-14,1100.00
PC-095,อู่ ช่างต้อ BMW,2022-06-14,1200.00
กท-164,CAR-HIWAY,2022-06-14,4100.00
MAII-0007,SPEED PLUS,2022-06-14,1700.00
กท-140,ร้านประวิทย์ แอร์เซอร์วิส,2022-06-14,7950.00
นน-238,บริษัท จานทองอะไหล่แอร์ จำกัด,2022-06-14,335.00
สป-08,SKP ออโต้แอร์,2022-06-14,8750.00
นน-72,บริษัท ภู่คำแอร์บัส จำกัด,2022-06-14,360.00
นน-139,เอกซาวด์,2022-06-14,374.50
PC-0129,บริษัท จักรพรรดิ์แอร์ จำกัด,2023-01-03,2730.00
MAI-0083,บริษัท โอมาคาเสะ คาร์ จำกัด สาขาที่ 00003,2022-11-14,1872.50
นน-310,สตรองเซอร์วิส,2022-06-14,1000.00
PC-0345,TNT 43 AIR SERVICE,2022-06-14,950.00
PC-0125,FD แอร์รถยนต์,2022-06-14,1600.00
นน-232,ร้านวิรัตน์ (บางกร่าง),2022-06-14,1200.00
จท-37,เม้งแอร์ #2,2022-06-14,1580.00
นน-278,หนุ่มไดนาโม แอร์ (วัดกู้),2022-06-14,3400.00
นน-43,เล็กเซอร์วิส,2022-06-14,1100.00
นน-325,ร้าน สุฑามาศออโต้แอร์,2022-06-14,13000.00
นน-246,สมคิดออโต้แอร์ ,2022-06-14,4170.00
PC-0248,คุณ ศราวุธ  สุขเสมอ  (นิวัฒน์ แอร์ไดนาโม),2022-06-14,1600.00
ปท-10,ร้าน ก.เจริญยนต์,2022-06-14,750.00
นน-010,D.D AUTO SERVICE Ford & Mazda,2022-06-14,200.00
กท-02,บริษัท ทวีทรัพย์ อีควิปเม้นท์ จำกัด,2022-06-14,1200.00
จท-37,เม้งแอร์ #2,2022-11-14,6150.00
ปท-15,อู่วอลโว่ (วัดสะพานสูง),2022-06-14,1650.00
นน-66,ห้างหุ้นส่วนจำกัด พระนคร ออโต้แอร์ (สำนักงานใหญ่),2022-06-14,2900.00
นน-310,สตรองเซอร์วิส,2022-06-14,1300.00
PC-0125,FD แอร์รถยนต์,2022-06-14,9870.00
PC-0293,อู่ TRUST GARAGE,2022-06-14,1600.00
นน-191,SJ บางกรวย,2022-06-14,1250.00
จท-37,เม้งแอร์ #2,2022-06-14,2700.00
นน-117,มิตรสัมพันธ์,2022-06-14,1750.00
กท-43,นิวสยามแอร์,2022-06-14,2010.00
นน-282,ร้าน นันท์ออโต้แอร์ (สติ๊กเกอร์),2022-06-14,4850.00
สป-08,SKP ออโต้แอร์,2022-06-14,5550.00
นน-69,เค ที เซอร์วิส,2022-06-14,1100.00
PC-0291,บริษัท สมเจริญชัยเซอร์วิส จำกัด,2022-06-14,6634.00
PC-0291,บริษัท สมเจริญชัยเซอร์วิส จำกัด,2022-06-14,4857.80
นน-010,D.D AUTO SERVICE Ford & Mazda,2022-06-14,9500.00
PC-0222,K. สุภาพ  เจริญสว่าง (ช่างภาพ),2022-11-13,1350.00
นน-379,ร้าน นครอะไหล่ยนต์,2022-12-28,1550.00
อย-05,ภานุ ยิงทราย,2023-01-04,3500.00
PC-0189,AOF mody Garage,2022-06-14,5250.00
PC-0189,AOF mody Garage,2022-06-14,750.00
นน-179,เก่ง ออโต้แอร์  (แยก อตก.),2022-06-14,4800.00
กท-140,ร้านประวิทย์ แอร์เซอร์วิส,2022-06-14,6910.00
นน-254,ศุภวิชญ์อะไหล่,2022-06-14,240.00
นน-325,ร้าน สุฑามาศออโต้แอร์,2022-06-14,1450.00
นน-13,ธนกฤตแอร์,2022-06-14,7700.00
นน-157,พฤธาแอร์,2022-06-14,2050.00
นน-47,บริษัท พระราม 5 อะไหล่ จำกัด (ฮอนด้า),2022-06-14,1200.00
นน-47,บริษัท พระราม 5 อะไหล่ จำกัด (ฮอนด้า),2022-06-14,850.00
นน-111,เอ็ม เค ออโต้แอร์,2022-06-14,1500.00
PC-0344,คุณ เสนาะ ก่อแก้ว,2022-06-14,3250.00
สฎ-05,ร้าน ดอนทรายแอร์ ,2022-11-12,7500.00
PC-0344,คุณ เสนาะ ก่อแก้ว,2022-06-14,1100.00
นน-43,เล็กเซอร์วิส,2022-12-29,5380.00
ปท-10,ร้าน ก.เจริญยนต์,2023-01-21,1700.00
นน-191,SJ บางกรวย,2022-06-14,14230.00
151,สด,2022-06-14,10700.00
จท-37,เม้งแอร์ #2,2022-06-14,7600.00
นน-179,เก่ง ออโต้แอร์  (แยก อตก.),2022-06-14,1200.00
PC-303,ร้านเกรียงไกร พาร์ทซัพพลาย (คุณอัญชลี),2022-06-14,780.00
PC-0145,R&T AUTO,2022-06-14,4140.00
นน-41,กอยิ่งเจริญ,2022-06-14,350.00
นน-117,มิตรสัมพันธ์,2022-06-14,1100.00
นน-13,ธนกฤตแอร์,2022-06-14,180.00
PC-0264,ห้างหุ้นส่วนจำกัด พายการาจ (สำนักงานใหญ่),2022-06-14,695.50
PC-0273,ปิยะไดนาโม,2022-06-14,3200.00
PC-0273,ปิยะไดนาโม,2022-06-14,26500.00
นน-27,เจี๊ยบ บริการ,2022-11-14,900.00
กท-43,นิวสยามแอร์,2022-12-28,2200.00
151,สด,2022-06-14,7450.00
นน-291,นครหลวง อิเลคทริค,2022-06-14,600.00
นน-68,ท.การช่าง,2022-12-28,500.00
พม-05,วีเอส.ออโต้แก๊ส (VS.AUTOGAS),2022-06-14,2200.00
PC-0257,ร้าน AIR FRESH ONE (คุณแทน),2022-06-14,750.00
นน-07,โชคชัยออโต้แอร์,2022-12-27,3300.00
นน-196,พีระพัชร,2022-06-14,3800.00
PC-0274,ร้าน ช.นานาเทค,2022-06-14,930.00
PC-0145,R&T AUTO,2022-06-14,6810.00
นน-07,โชคชัยออโต้แอร์,2022-06-14,16800.00
นน-07,โชคชัยออโต้แอร์,2022-06-14,1480.00
นน-07,โชคชัยออโต้แอร์,2022-06-14,3800.00
นน-07,โชคชัยออโต้แอร์,2022-06-14,2500.00
นน-157,พฤธาแอร์,2022-06-14,1600.00
PC-0129,บริษัท จักรพรรดิ์แอร์ จำกัด,2022-11-14,4500.00
พม-06,ร้าน ภิธาน คาร์ออดิโอ,2022-06-13,60.00
พม-06,ร้าน ภิธาน คาร์ออดิโอ,2022-06-14,1000.00
MAI-0004,สุริยะ เซอร์วิส,2022-06-13,7500.00
PC-0218,บริษัท เบ็นซ์งามวงศ์วาน จำกัด,2022-06-13,3000.00
นน-293,นายนพดล ต๊ะวัน (NTC),2022-06-13,3620.00
PC-0257,ร้าน AIR FRESH ONE (คุณแทน),2022-06-14,450.00
นน-299,เสือ บางกรวย,2022-06-13,2420.00
.......,ร้าน .................................................,2022-06-14,2500.00
นน-179,เก่ง ออโต้แอร์  (แยก อตก.),2023-01-27,7200.00
นน-179,เก่ง ออโต้แอร์  (แยก อตก.),2023-01-27,850.00
PC-0178,เน็ก ประดับยนต์,2023-01-27,500.00
นน-43,เล็กเซอร์วิส,2023-01-27,6830.00
กท-116,มีชัย ออโต้แอร์,2023-01-21,1050.00
นน-157,พฤธาแอร์,2023-01-27,2050.00
PC-0113,ร้าน เกริกไกรเลิศ,2023-01-04,1800.00
นน-14,บริษัท โตโยต้านนทบุรี ผู้จำหน่ายโตโยต้า จำกัด,2023-01-27,160.50
151,สด,2022-06-13,4240.00
PC-0187,บริษัท วิธานออโต้พาร์ท จำกัด (สำนักงานใหญ่),2022-06-13,1150.00
พม-05,วีเอส.ออโต้แก๊ส (VS.AUTOGAS),2022-06-14,1600.00
PC-0313,ร้าน ประสิทธิ์ คาร์แอร์,2022-06-13,9400.00
151,สด,2022-11-14,4650.00
พม-05,วีเอส.ออโต้แก๊ส (VS.AUTOGAS),2022-06-14,5400.00
กท-148,อู่ VBB ,2022-06-03,5200.00
PC-0145,R&T AUTO,2022-06-14,1700.00
PC-0248,คุณ ศราวุธ  สุขเสมอ  (นิวัฒน์ แอร์ไดนาโม),2022-06-14,6700.00
PC-0265,อู่ สมบูรณ์ออโต้,2022-11-14,8900.00
PC-0129,บริษัท จักรพรรดิ์แอร์ จำกัด,2022-11-14,1750.00
PC-0291,บริษัท สมเจริญชัยเซอร์วิส จำกัด,2022-11-14,6045.50
นน-156,อู่ณัฐ,2022-11-14,2800.00
นน-157,พฤธาแอร์,2022-11-14,1350.00
PC-0174,อู่กนก,2022-11-14,1990.00
MAII-0008,อู่ กอไผ่,2022-06-15,3850.00
นน-179,เก่ง ออโต้แอร์  (แยก อตก.),2022-06-15,1850.00
นน-63,ยาวไดนาโมแอร์,2022-06-15,3480.00
นน-325,ร้าน สุฑามาศออโต้แอร์,2022-06-15,4900.00
PC-0305,ฝน ไดนาโม-แอร์,2022-11-14,1150.00
151,สด,2022-11-14,8150.00
นน-191,SJ บางกรวย,2022-11-14,250.00
นน-71,บัญชาแอร์ (ปากเกร็ด),2022-11-14,5450.00
นน-232,ร้านวิรัตน์ (บางกร่าง),2022-11-14,2700.00
PC-0339,ห้างหุ้นส่วนจำกัด ศุภโชค เซอร์วิส 2021,2022-11-14,1600.00
นน-27,เจี๊ยบ บริการ,2022-11-14,750.00
นน-68,ท.การช่าง,2022-11-14,2650.00
MAI-0023,ที. เซอร์วิส พาร์ท สำนักงานใหญ่,2022-06-15,2000.00
MAI-0027,คุณ มงคล  รอดศรี (บิน),2022-11-14,2130.00
จท-37,เม้งแอร์ #2,2022-06-15,1480.00
151,สด,2022-11-14,900.00
นน-13,ธนกฤตแอร์,2023-01-21,3870.00
นน-22,โชคเจริญมอเตอร์,2022-06-15,1200.00
นน-150,ลัคประดับยนต์,2022-06-15,2650.00
PC-0265,อู่ สมบูรณ์ออโต้,2022-06-15,1840.00
PC-298,เมืองทองเซอร์วิส,2022-06-15,6380.00
นน-179,เก่ง ออโต้แอร์  (แยก อตก.),2022-06-15,1800.00
นน-179,เก่ง ออโต้แอร์  (แยก อตก.),2022-06-15,14800.00
ช-69,รุ่งเจริญไดนาโมแอร์,2022-06-15,5000.00
นน-24,บริษัท โตโยต้านนทบุรีผู้จำหน่ายโตโยต้า จำกัด,2022-06-15,4280.00
151,สด,2022-06-15,2700.00
นน-308,เกรียงชัยออโต้,2022-06-15,3500.00
PC-0111,ร้าน 45 แอร์ (K.จำเรียง),2022-06-15,1400.00
MAI-0025,บริษัท เฮงดี 19 จำกัด สำนักงานใหญ่,2022-06-15,20500.00
นน-135,ต้นเชอร์วิส,2022-06-15,1700.00
นน-270,ห้างหุ้นส่วนจำกัด นนทบุรี อิควิปเม้นท์ (สำนักงานใหญ่),2022-06-15,8000.00
MAI-0007,ช่างเอ๋ ไดนาโม&แอร์ (ปรีชา เฉวียงวาศ),2022-06-15,1520.00
นน-63,ยาวไดนาโมแอร์,2022-06-15,9900.00
นน-65,กาญจนาอะไหล่แอร์,2022-06-15,4367.00
นน-65,กาญจนาอะไหล่แอร์,2022-06-15,2950.00
นน-13,ธนกฤตแอร์,2022-06-15,850.00
นน-66,ห้างหุ้นส่วนจำกัด พระนคร ออโต้แอร์ (สำนักงานใหญ่),2022-11-14,400.00
PC-0328,บริษัท เกียรติวัฒนา ออโต้ พาร์ท จำกัด,2022-11-14,1900.00
นน-07,โชคชัยออโต้แอร์,2022-06-15,0
PC-0147,บริษัท ยงกิจ จำกัด,2022-06-15,7230.00
นน-251,อู่เชิดศักดิ์ (ปู),2022-06-15,2500.00
151,สด,2022-06-15,1500.00
กท-159,ร้านสุวิทย์ (เตาปูน),2022-06-15,3600.00
PC-0158,อู่ BENZ (พี่บังอร),2022-06-15,3250.00
PC-0206,ท. มอเตอร์,2022-06-15,3450.00
นน-271,อู่ TY GARAGE,2022-06-15,1400.00
กจ-01,ทีที คาร์วอช แอนด์ เซอร์วิส,2022-06-15,1600.00
151,สด,2022-11-14,7150.00
ปท-10,ร้าน ก.เจริญยนต์,2022-11-14,2200.00
กท-114,เป็นหนึ่งการช่าง,2022-11-14,2500.00
นน-379,ร้าน นครอะไหล่ยนต์,2022-11-14,4067.00
PC-0257,ร้าน AIR FRESH ONE (คุณแทน),2022-11-14,1000.00
นน-344,ตึ๋ง รถตู้ หมอชิต,2022-06-15,12900.00
นน-385,เอ พี เซอร์วิสแอนด์ เซลส์,2022-06-15,1300.00
นน-179,เก่ง ออโต้แอร์  (แยก อตก.),2022-06-15,1000.00
สป-08,SKP ออโต้แอร์,2022-06-15,10650.00
MAII-0008,อู่ กอไผ่,2022-06-15,650.00
จท-37,เม้งแอร์ #2,2022-11-14,3770.00
MAI-0004,สุริยะ เซอร์วิส,2022-11-14,1200.00
MAI-0089,จิรเดช  กำจัด ( Indy Autopart ),2022-11-14,2600.00
สป-08,SKP ออโต้แอร์,2022-11-14,2800.00
นน-174,ยูโรเลี่ยงเมือง,2022-06-15,1100.00
นน-141,บริษัท พิเชษฐ์อะไหล่แอร์ บางบัวทอง จำกัด,2022-06-15,2300.00
นน-198,เทคนิค ออโต้แอร์ (ตรงข้ามโลตัสแคราย),2022-06-15,2050.00
PC-0268,อู่ ช่างปอ,2022-06-15,4950.00
นน-63,ยาวไดนาโมแอร์,2022-06-15,150.00
นน-230,เก่ง ซ.สามัคคี,2022-06-15,9250.00
นน-179,เก่ง ออโต้แอร์  (แยก อตก.),2022-11-14,1150.00
PC-0113,ร้าน เกริกไกรเลิศ,2022-11-14,1700.00
นน-278,หนุ่มไดนาโม แอร์ (วัดกู้),2022-11-14,2200.00
กท-14,บริษัท ไปรษณีย์ไทย จำกัด (สำนักงานใหญ่),2022-11-14,1160.00
นน-293,นายนพดล ต๊ะวัน (NTC),2022-06-15,1600.00
MAI-0009,เค.ที เซอร์วิส,2022-06-15,1450.00
นน-245,บริษัท บีเอ็ม ออโต้ เซอร์วิส จำกัด (สำนักงานใหญ่),2022-06-15,4000.00
PC-303,ร้านเกรียงไกร พาร์ทซัพพลาย (คุณอัญชลี),2022-06-15,3010.00
รน-02,ร้าน ตุ่มแอร์ (PB พาร์ท),2022-06-15,6005.00
นน-263,บริษัท วี.อาร์.พี แอดวานซ์ จำกัด,2022-06-15,1926.00
นน-63,ยาวไดนาโมแอร์,2022-06-15,2800.00
นน-13,ธนกฤตแอร์,2022-06-15,4050.00
กท-198,อู่ PKY autoservice ,2022-06-15,2500.00
PC-0206,ท. มอเตอร์,2022-11-14,1100.00
นน-193,P O (บางกรวย),2023-01-04,450.00
นน-345,หจก. ตี๋เล็ก ออโต้เซอร์วิส,2022-06-15,4220.00
PC-0211,บริษัท พงษ์ภัทร เอนเตอร์ไพรส์ จำกัด (สำนักงานใหญ่),2022-06-14,7450.00
MAI-0005,บริษัท สตาร์แอร์ซาวน์ จำกัด (สาขา ลาดพร้าว71),2023-01-27,2750.00
นน-141,บริษัท พิเชษฐ์อะไหล่แอร์ บางบัวทอง จำกัด,2022-05-12,1100.00
นน-83,อู่อ๋า (รัตนาธิเบศร์),2023-01-04,1450.00
นน-177,AC. ออโต้แอร์,2022-06-15,3200.00
นน-179,เก่ง ออโต้แอร์  (แยก อตก.),2022-06-15,650.00
นน-283,อู่ BOBBY ,2022-06-15,1100.00
PC-0137,อู่ นัทเซอร์วิส ,2022-06-15,1000.00
นน-134,บริษัท  แสงทอง  ออโต้พาร์ทเวิลด์ จำกัด สำนักงานใหญ่,2022-06-15,3500.00
PC-0257,ร้าน AIR FRESH ONE (คุณแทน),2022-06-15,1400.00
นน-377,อู่ช่างหวัง,2022-11-14,750.00
นน-338,"ช่างเหลิม CHEV,",2022-11-14,5200.00
นน-196,พีระพัชร,2022-11-14,450.00
นน-65,กาญจนาอะไหล่แอร์,2022-11-14,1837.00
นน-122,ร้าน ช่างโรจน์,2022-06-16,2000.00
นน-179,เก่ง ออโต้แอร์  (แยก อตก.),2022-06-16,3580.00
นน-360,อู่ แง้เจริญการช่าง (ช่างตั้ม),2022-06-16,3600.00
PC-0339,ห้างหุ้นส่วนจำกัด ศุภโชค เซอร์วิส 2021,2022-06-16,8700.00
นน-359,พี่เอนก TOYOTA ,2022-06-16,2890.00
กท-140,ร้านประวิทย์ แอร์เซอร์วิส,2022-11-14,390.00
นน-65,กาญจนาอะไหล่แอร์,2022-12-29,980.00
151,สด,2023-01-21,2150.00
151,สด,2022-06-16,4700.00
นน-22,โชคเจริญมอเตอร์,2022-06-16,750.00
จท-37,เม้งแอร์ #2,2022-06-16,750.00
MAII-0008,อู่ กอไผ่,2022-06-16,450.00
นน-238,บริษัท จานทองอะไหล่แอร์ จำกัด,2022-06-16,21600.00
นน-325,ร้าน สุฑามาศออโต้แอร์,2022-06-16,1350.00
นน-72,บริษัท ภู่คำแอร์บัส จำกัด,2022-06-16,800.00
นน-69,เค ที เซอร์วิส,2022-06-16,330.00
นน-179,เก่ง ออโต้แอร์  (แยก อตก.),2022-11-10,4550.00
PC-0257,ร้าน AIR FRESH ONE (คุณแทน),2022-11-14,1750.00
151,สด,2022-06-16,5800.00
PC-0346,ร้าน ชัยสุภัสแอร์ (ส่งซุปเปอร์คิงซ์),2022-06-16,3750.00
นน-179,เก่ง ออโต้แอร์  (แยก อตก.),2022-11-10,1100.00
PC-0129,บริษัท จักรพรรดิ์แอร์ จำกัด,2023-01-04,1200.00
MAI-0096,สิน แอร์-ไดนาโม,2023-01-04,1060.00
นน-199,ร้าน 999 (สวนผัก),2023-01-04,2800.00
นน-134,บริษัท  แสงทอง  ออโต้พาร์ทเวิลด์ จำกัด สำนักงานใหญ่,2023-01-04,2550.00
PC-0346,ร้าน ชัยสุภัสแอร์ (ส่งซุปเปอร์คิงซ์),2022-06-16,4500.00
จท-37,เม้งแอร์ #2,2022-11-14,19665.00
ปท-01,ศ.เครื่องเย็น,2022-06-16,1340.00
นน-01,ต.เจริญ แอร์ แอนด์ ซาวด์,2022-11-14,2400
นน-66,ห้างหุ้นส่วนจำกัด พระนคร ออโต้แอร์ (สำนักงานใหญ่),2022-06-16,14280.00
นน-193,P O (บางกรวย),2022-06-16,1100.00
นน-01,ต.เจริญ แอร์ แอนด์ ซาวด์,2022-06-16,9900.00
นน-256,R & W ออโต้คาร์,2022-06-16,2150.00
นน-13,ธนกฤตแอร์,2022-06-16,1500.00
กท-147,หรั่งเซอร์วิส,2023-01-04,2700.00
PC-0239,บริษัท สหมิตร ออโต้แอร์ เซอร์วิส จำกัด,2023-01-04,6000.00
PC-0267,บริษัท อินเทค คอร์ปอร์เรชั่น จำกัด,2023-01-04,10050.00
PC-0325,บริษัท ที.เอ. ออโต้ จำกัด,2023-01-04,10300.00
นน-179,เก่ง ออโต้แอร์  (แยก อตก.),2022-11-09,1320.00
นน-179,เก่ง ออโต้แอร์  (แยก อตก.),2022-11-12,850.00
นน-179,เก่ง ออโต้แอร์  (แยก อตก.),2022-11-12,350.00
นน-232,ร้านวิรัตน์ (บางกร่าง),2022-06-16,850.00
MAII-0008,อู่ กอไผ่,2022-06-16,1500.00
PC-0274,ร้าน ช.นานาเทค,2022-06-16,1240.00
นน-310,สตรองเซอร์วิส,2022-06-16,850.00
นน-245,บริษัท บีเอ็ม ออโต้ เซอร์วิส จำกัด (สำนักงานใหญ่),2022-06-16,14500.00
นน-186,ร้าน กฤษณะ,2022-06-16,1000.00
นน-157,พฤธาแอร์,2022-06-16,1450.00
นน-134,บริษัท  แสงทอง  ออโต้พาร์ทเวิลด์ จำกัด สำนักงานใหญ่,2022-06-16,550.00
นน-172,ซายางยนต์,2022-06-16,1900.00
กท-14,บริษัท ไปรษณีย์ไทย จำกัด (สำนักงานใหญ่),2022-06-16,4800.00
นน-185,อู่ก้องภพ,2022-06-16,550.00
กท-14,บริษัท ไปรษณีย์ไทย จำกัด (สำนักงานใหญ่),2022-06-16,1140.00
นน-246,สมคิดออโต้แอร์ ,2022-11-14,1900.00
นน-07,โชคชัยออโต้แอร์,2022-11-14,1800.00
ปท-01,ศ.เครื่องเย็น,2022-06-16,2830.00
นน-313,ช่าง กิ้ม โมติฟาย,2022-06-16,3820.00
นน-313,ช่าง กิ้ม โมติฟาย,2022-06-16,3150.00
นน-310,สตรองเซอร์วิส,2022-06-16,1300.00
นน-328,เทียนชัยการช่าง,2022-06-16,1900.00
PC-0129,บริษัท จักรพรรดิ์แอร์ จำกัด,2022-06-16,4150.00
จท-37,เม้งแอร์ #2,2022-06-16,7300.00
จท-37,เม้งแอร์ #2,2022-06-16,1040.00
นน-27,เจี๊ยบ บริการ,2022-06-16,550.00
นน-156,อู่ณัฐ,2022-06-16,1000.00
ปท-01,ศ.เครื่องเย็น,2022-11-14,1340.00
นน-241,S.K.Cooling,2022-11-14,1200.00
MAEW.17,ช่างหก,2022-11-14,8400.00
จท-37,เม้งแอร์ #2,2022-11-14,13965.00
PC-0285,ทีเอ็น ออโต้เซอร์วิส,2022-11-14,11000.00
นน-245,บริษัท บีเอ็ม ออโต้ เซอร์วิส จำกัด (สำนักงานใหญ่),2022-11-14,1500.00
PC-0145,R&T AUTO,2022-11-14,1200.00
นน-65,กาญจนาอะไหล่แอร์,2022-11-14,380.00
ตปท-01,ลูกค้า บรูไน (Customer Brunei),2023-01-04,25670.00
PC-0203,ช่างสุทัศน์ ,2023-01-04,1600.00
จท-37,เม้งแอร์ #2,2023-01-04,8800.00
นน-157,พฤธาแอร์,2023-01-04,150.00
นน-172,ซายางยนต์,2023-01-04,350.00
นน-352,ช่างวุฒภัทร  (บ้านพักคนชรา),2022-11-14,1650.00
จท-37,เม้งแอร์ #2,2023-01-04,4450.00
นน-111,เอ็ม เค ออโต้แอร์,2023-01-04,11780.00
นน-111,เอ็ม เค ออโต้แอร์,2023-01-04,1500.00
จท-37,เม้งแอร์ #2,2022-06-16,10900.00
สฎ-05,ร้าน ดอนทรายแอร์ ,2022-06-16,1200.00
นน-284,บริษัท สี่แสงการโยธา (1979) จำกัด (สำนักงานใหญ่),2022-06-16,1450.00
PC-0164,ห้างหุ้นส่วนจำกัด ซี.พี.เอ็น. น่านกรุ๊ป (สำนักงานใหญ่),2022-06-16,9500.00
PC-0342,ชาติ ออโต้แอร์ (แยก อตก.),2022-06-16,2200.00
สป-08,SKP ออโต้แอร์,2022-06-16,1940.00
สป-08,SKP ออโต้แอร์,2022-06-16,3804.00
นน-271,อู่ TY GARAGE,2022-06-16,2050.00
PC-0271,ร้าน ฟิล์มออโต้แอร์ (ช่างเต๋า),2022-06-16,6950.00
นน-233,นายพลเซอร์วิส,2022-06-16,2800.00
MAI-0081,ช่างรุ่ง 064-0535730,2022-11-12,1600.00
กท-155,สังวาลย์ไดนาโม,2023-01-04,1850.00
นน-308,เกรียงชัยออโต้,2023-01-04,3800.00
PC-0295,อู่ ช่างภา,2023-01-04,1800.00
นน-173,บงกชแอร์,2023-01-04,850.00
151,สด,2022-06-16,5000.00
นน-189,บัณฑิตการไฟฟ้า,2022-06-16,5600.00
จท-37,เม้งแอร์ #2,2022-06-16,17800.00
จท-37,เม้งแอร์ #2,2022-06-16,3100.00
นน-07,โชคชัยออโต้แอร์,2022-06-15,9100.00
นน-07,โชคชัยออโต้แอร์,2022-06-16,1800.00
นน-65,กาญจนาอะไหล่แอร์,2023-01-04,800.00
PC-0176,อู่ชัยเซอร์วิส คลินิกรถยนต์ ,2023-01-04,2300.00
นน-196,พีระพัชร,2022-11-14,1200.00
PC-0129,บริษัท จักรพรรดิ์แอร์ จำกัด,2023-01-04,3250.00
นน-179,เก่ง ออโต้แอร์  (แยก อตก.),2023-01-27,850.00
กท-55,แสงชัยมอเตอร์,2022-06-16,4000.00
PC-099,อู่ ณัฐเจริญยนต์ ( ปิ่นทองเก่า),2023-01-21,2300.00
PC-0209,สุริยะยนต์,2022-06-16,1500.00
151,สด,2022-06-16,450.00
PC-0274,ร้าน ช.นานาเทค,2022-06-16,1290.00
นน-65,กาญจนาอะไหล่แอร์,2022-06-16,1000.00
PC-303,ร้านเกรียงไกร พาร์ทซัพพลาย (คุณอัญชลี),2022-06-16,6900.00
น-105,ร้านเฉลิมคาร์แอร์ (ขนส่ง KSD),2022-06-16,4200.00
PC-0257,ร้าน AIR FRESH ONE (คุณแทน),2023-01-29,850.00
.......,ร้าน .................................................,2023-01-04,1100.00
151,สด,2022-11-12,2600.00
PC-0280,ร้าน ชัยกฤตแอร์,2022-11-14,850.00
